Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.949,100.3579,2024-10-09T14:00:00+07:00,32.54,58.61
16.8165,100.3025,2024-10-09T14:00:00+07:00,32.5,60.17
16.896,100.1639,2024-10-09T14:00:00+07:00,32.6,58.75
16.9225,100.3579,2024-10-09T14:00:00+07:00,32.33,59.06
16.8165,100.1917,2024-10-09T14:00:00+07:00,31.89,60.09
16.896,100.3579,2024-10-09T14:00:00+07:00,32.88,56.95
16.8695,100.1362,2024-10-09T14:00:00+07:00,32.65,58.0
16.843,100.1917,2024-10-09T14:00:00+07:00,32.49,58.71
16.9225,100.3856,2024-10-09T14:00:00+07:00,32.21,59.41
16.896,100.3302,2024-10-09T14:00:00+07:00,33.38,56.72
16.9225,100.4133,2024-10-09T14:00:00+07:00,31.8,60.71
16.896,100.4133,2024-10-09T14:00:00+07:00,32.23,59.07
16.8695,100.3856,2024-10-09T14:00:00+07:00,32.28,58.36
16.8695,100.3579,2024-10-09T14:00:00+07:00,32.41,57.71
16.7368,100.2748,2024-10-09T14:00:00+07:00,31.86,62.87
16.843,100.3302,2024-10-09T14:00:00+07:00,32.45,59.19
16.949,100.3856,2024-10-09T14:00:00+07:00,32.08,59.8
16.8695,100.2471,2024-10-09T14:00:00+07:00,33.19,57.27
16.896,100.3025,2024-10-09T14:00:00+07:00,32.55,59.33
16.9225,100.3025,2024-10-09T14:00:00+07:00,32.77,58.97
16.843,100.3579,2024-10-09T14:00:00+07:00,32.87,57.57
16.896,100.3856,2024-10-09T14:00:00+07:00,32.44,58.25
16.9225,100.1362,2024-10-09T14:00:00+07:00,32.93,56.2
16.7634,100.1917,2024-10-09T14:00:00+07:00,32.24,61.32
16.9225,100.2748,2024-10-09T14:00:00+07:00,31.83,61.32
16.896,100.4688,2024-10-09T14:00:00+07:00,30.04,67.53
16.8695,100.3025,2024-10-09T14:00:00+07:00,33.34,56.53
16.8165,100.3302,2024-10-09T14:00:00+07:00,33.31,58.17
16.8695,100.4133,2024-10-09T14:00:00+07:00,31.88,60.19
16.949,100.4133,2024-10-09T14:00:00+07:00,30.75,63.98
16.843,100.3025,2024-10-09T14:00:00+07:00,32.62,55.77
16.9225,100.4965,2024-10-09T14:00:00+07:00,29.63,69.41
16.6838,100.2748,2024-10-09T14:00:00+07:00,32.43,60.47
16.9225,100.1639,2024-10-09T14:00:00+07:00,33.05,56.83
16.7899,100.2194,2024-10-09T14:00:00+07:00,31.92,62.12
16.9225,100.3302,2024-10-09T14:00:00+07:00,32.83,58.39
16.8695,100.2194,2024-10-09T14:00:00+07:00,33.09,54.43
16.7368,100.1917,2024-10-09T14:00:00+07:00,32.22,61.8
16.843,100.1639,2024-10-09T14:00:00+07:00,31.75,60.75
16.896,100.2194,2024-10-09T14:00:00+07:00,32.03,60.99
16.896,100.2471,2024-10-09T14:00:00+07:00,32.17,60.54
16.7634,100.1639,2024-10-09T14:00:00+07:00,32.43,59.99
