Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.949,100.3579,2024-10-11T14:00:00+07:00,31.99,65.08
16.8165,100.3025,2024-10-11T14:00:00+07:00,32.05,63.86
16.896,100.1639,2024-10-11T14:00:00+07:00,31.96,64.38
16.9225,100.3579,2024-10-11T14:00:00+07:00,31.93,65.13
16.8165,100.1917,2024-10-11T14:00:00+07:00,32.06,64.38
16.896,100.3579,2024-10-11T14:00:00+07:00,32.08,64.89
16.8695,100.1362,2024-10-11T14:00:00+07:00,31.88,63.73
16.843,100.1917,2024-10-11T14:00:00+07:00,32.1,64.25
16.9225,100.3856,2024-10-11T14:00:00+07:00,31.93,65.47
16.896,100.3302,2024-10-11T14:00:00+07:00,32.11,64.86
16.9225,100.4133,2024-10-11T14:00:00+07:00,31.68,67.22
16.896,100.4133,2024-10-11T14:00:00+07:00,31.97,66.09
16.8695,100.3856,2024-10-11T14:00:00+07:00,32.02,64.61
16.8695,100.3579,2024-10-11T14:00:00+07:00,32.07,64.97
16.7368,100.2748,2024-10-11T14:00:00+07:00,32.21,64.13
16.843,100.3302,2024-10-11T14:00:00+07:00,32.01,63.91
16.949,100.3856,2024-10-11T14:00:00+07:00,31.55,65.5
16.8695,100.2471,2024-10-11T14:00:00+07:00,31.8,64.43
16.896,100.3025,2024-10-11T14:00:00+07:00,31.98,64.78
16.9225,100.3025,2024-10-11T14:00:00+07:00,31.91,64.85
16.843,100.3579,2024-10-11T14:00:00+07:00,32.22,64.48
16.896,100.3856,2024-10-11T14:00:00+07:00,32.07,65.07
16.9225,100.1362,2024-10-11T14:00:00+07:00,32.26,63.31
16.7634,100.1917,2024-10-11T14:00:00+07:00,31.89,64.97
16.9225,100.2748,2024-10-11T14:00:00+07:00,31.91,64.71
16.896,100.4688,2024-10-11T14:00:00+07:00,29.5,73.04
16.8695,100.3025,2024-10-11T14:00:00+07:00,31.88,64.56
16.8165,100.3302,2024-10-11T14:00:00+07:00,32.07,64.07
16.8695,100.4133,2024-10-11T14:00:00+07:00,31.49,65.85
16.949,100.4133,2024-10-11T14:00:00+07:00,30.69,69.41
16.843,100.3025,2024-10-11T14:00:00+07:00,32.34,59.64
16.9225,100.4965,2024-10-11T14:00:00+07:00,29.13,72.1
16.6838,100.2748,2024-10-11T14:00:00+07:00,31.79,65.3
16.9225,100.1639,2024-10-11T14:00:00+07:00,31.42,64.22
16.7899,100.2194,2024-10-11T14:00:00+07:00,32.08,64.66
16.9225,100.3302,2024-10-11T14:00:00+07:00,32.0,65.16
16.8695,100.2194,2024-10-11T14:00:00+07:00,32.04,60.77
16.7368,100.1917,2024-10-11T14:00:00+07:00,32.24,64.42
16.843,100.1639,2024-10-11T14:00:00+07:00,31.5,64.81
16.896,100.2194,2024-10-11T14:00:00+07:00,31.85,65.11
16.896,100.2471,2024-10-11T14:00:00+07:00,31.76,64.96
16.7634,100.1639,2024-10-11T14:00:00+07:00,32.17,64.62
16.6838,100.2471,2024-10-11T14:00:00+07:00,32.09,64.95
16.8165,100.2194,2024-10-11T14:00:00+07:00,32.11,64.28
16.843,100.2194,2024-10-11T14:00:00+07:00,31.15,64.59
16.7103,100.2194,2024-10-11T14:00:00+07:00,32.22,64.65
16.7634,100.2194,2024-10-11T14:00:00+07:00,32.1,64.72
16.896,100.1362,2024-10-11T14:00:00+07:00,32.24,63.2
16.8165,100.2471,2024-10-11T14:00:00+07:00,31.39,64.87
16.7899,100.2471,2024-10-11T14:00:00+07:00,32.15,64.39
16.7368,100.2194,2024-10-11T14:00:00+07:00,32.08,64.94
16.7899,100.1917,2024-10-11T14:00:00+07:00,32.19,64.19
