Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.949,100.3579,2024-10-07T14:00:00+07:00,32.77,55.57
16.8165,100.3025,2024-10-07T14:00:00+07:00,32.82,55.49
16.896,100.1639,2024-10-07T14:00:00+07:00,32.38,54.81
16.9225,100.3579,2024-10-07T14:00:00+07:00,32.71,56.07
16.8165,100.1917,2024-10-07T14:00:00+07:00,32.72,55.29
16.896,100.3579,2024-10-07T14:00:00+07:00,32.84,56.19
16.8695,100.1362,2024-10-07T14:00:00+07:00,32.86,54.64
16.843,100.1917,2024-10-07T14:00:00+07:00,32.79,55.02
16.9225,100.3856,2024-10-07T14:00:00+07:00,32.71,56.35
16.896,100.3302,2024-10-07T14:00:00+07:00,32.82,56.17
16.9225,100.4133,2024-10-07T14:00:00+07:00,32.26,57.27
16.896,100.4133,2024-10-07T14:00:00+07:00,32.33,55.95
16.8695,100.3856,2024-10-07T14:00:00+07:00,32.66,56.16
16.8695,100.3579,2024-10-07T14:00:00+07:00,32.79,56.62
16.7368,100.2748,2024-10-07T14:00:00+07:00,32.52,55.15
16.843,100.3302,2024-10-07T14:00:00+07:00,32.69,56.37
16.949,100.3856,2024-10-07T14:00:00+07:00,32.62,56.4
16.8695,100.2471,2024-10-07T14:00:00+07:00,32.08,54.68
16.896,100.3025,2024-10-07T14:00:00+07:00,32.88,55.7
16.9225,100.3025,2024-10-07T14:00:00+07:00,32.69,55.43
16.843,100.3579,2024-10-07T14:00:00+07:00,32.69,56.52
16.896,100.3856,2024-10-07T14:00:00+07:00,32.83,56.56
16.9225,100.1362,2024-10-07T14:00:00+07:00,32.77,54.68
16.7634,100.1917,2024-10-07T14:00:00+07:00,32.74,55.86
16.9225,100.2748,2024-10-07T14:00:00+07:00,32.46,54.06
16.896,100.4688,2024-10-07T14:00:00+07:00,30.08,61.88
16.8695,100.3025,2024-10-07T14:00:00+07:00,32.56,55.96
16.8165,100.3302,2024-10-07T14:00:00+07:00,32.7,56.24
16.8695,100.4133,2024-10-07T14:00:00+07:00,32.03,56.37
16.949,100.4133,2024-10-07T14:00:00+07:00,31.58,59.4
16.843,100.3025,2024-10-07T14:00:00+07:00,32.96,52.17
16.9225,100.4965,2024-10-07T14:00:00+07:00,29.67,60.21
16.6838,100.2748,2024-10-07T14:00:00+07:00,32.18,55.36
16.9225,100.1639,2024-10-07T14:00:00+07:00,32.64,55.02
16.7899,100.2194,2024-10-07T14:00:00+07:00,32.45,55.53
16.9225,100.3302,2024-10-07T14:00:00+07:00,32.74,56.08
16.8695,100.2194,2024-10-07T14:00:00+07:00,32.52,51.32
16.7368,100.1917,2024-10-07T14:00:00+07:00,32.77,55.96
16.843,100.1639,2024-10-07T14:00:00+07:00,32.61,55.49
16.896,100.2194,2024-10-07T14:00:00+07:00,32.08,55.56
16.896,100.2471,2024-10-07T14:00:00+07:00,32.06,54.71
16.7634,100.1639,2024-10-07T14:00:00+07:00,32.79,55.97
16.6838,100.2471,2024-10-07T14:00:00+07:00,32.53,56.17
16.8165,100.2194,2024-10-07T14:00:00+07:00,32.5,54.88
16.843,100.2194,2024-10-07T14:00:00+07:00,32.53,54.39
16.7103,100.2194,2024-10-07T14:00:00+07:00,32.46,56.07
16.7634,100.2194,2024-10-07T14:00:00+07:00,32.42,55.45
16.896,100.1362,2024-10-07T14:00:00+07:00,32.87,54.45
16.8165,100.2471,2024-10-07T14:00:00+07:00,32.16,54.38
16.7899,100.2471,2024-10-07T14:00:00+07:00,32.28,55.07
16.7368,100.2194,2024-10-07T14:00:00+07:00,32.48,55.79
16.7899,100.1917,2024-10-07T14:00:00+07:00,32.75,55.45
16.949,100.4688,2024-10-07T14:00:00+07:00,30.84,58.36
16.6572,100.2471,2024-10-07T14:00:00+07:00,32.66,56.13
16.6838,100.2194,2024-10-07T14:00:00+07:00,32.73,56.39
16.7634,100.2748,2024-10-07T14:00:00+07:00,32.51,54.92
16.7634,100.2471,2024-10-07T14:00:00+07:00,32.2,54.57
16.8695,100.1639,2024-10-07T14:00:00+07:00,32.59,54.9
16.843,100.2748,2024-10-07T14:00:00+07:00,32.69,51.13
16.7368,100.3025,2024-10-07T14:00:00+07:00,32.82,56.35
16.896,100.2748,2024-10-07T14:00:00+07:00,32.52,54.51
16.843,100.2471,2024-10-07T14:00:00+07:00,32.33,51.08
16.7368,100.2471,2024-10-07T14:00:00+07:00,32.31,54.69
16.949,100.2194,2024-10-07T14:00:00+07:00,32.25,54.27
16.8695,100.1917,2024-10-07T14:00:00+07:00,32.71,54.96
16.9225,100.2471,2024-10-07T14:00:00+07:00,32.08,54.18
16.7899,100.3025,2024-10-07T14:00:00+07:00,32.81,55.55
16.7899,100.2748,2024-10-07T14:00:00+07:00,32.4,55.12
16.896,100.4411,2024-10-07T14:00:00+07:00,31.39,58.43
16.7103,100.2471,2024-10-07T14:00:00+07:00,32.58,55.59
16.7103,100.2748,2024-10-07T14:00:00+07:00,32.13,54.9
16.9755,100.4688,2024-10-07T14:00:00+07:00,30.45,59.16
16.8695,100.2748,2024-10-07T14:00:00+07:00,32.52,54.87
16.8165,100.2748,2024-10-07T14:00:00+07:00,32.69,51.11
16.949,100.4411,2024-10-07T14:00:00+07:00,31.36,59.31
