Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.949,100.3579,2024-10-13T14:00:00+07:00,32.21,59.31
16.8165,100.3025,2024-10-13T14:00:00+07:00,32.63,56.42
16.896,100.1639,2024-10-13T14:00:00+07:00,33.48,55.53
16.9225,100.3579,2024-10-13T14:00:00+07:00,31.7,64.06
16.8165,100.1917,2024-10-13T14:00:00+07:00,33.2,56.6
16.896,100.3579,2024-10-13T14:00:00+07:00,29.58,76.52
16.8695,100.1362,2024-10-13T14:00:00+07:00,32.51,57.65
16.843,100.1917,2024-10-13T14:00:00+07:00,33.01,56.59
16.9225,100.3856,2024-10-13T14:00:00+07:00,29.93,74.29
16.896,100.3302,2024-10-13T14:00:00+07:00,31.95,63.38
16.9225,100.4133,2024-10-13T14:00:00+07:00,29.0,77.7
16.896,100.4133,2024-10-13T14:00:00+07:00,28.99,78.41
16.8695,100.3856,2024-10-13T14:00:00+07:00,29.23,78.53
16.8695,100.3579,2024-10-13T14:00:00+07:00,28.98,80.27
16.7368,100.2748,2024-10-13T14:00:00+07:00,33.05,57.97
16.843,100.3302,2024-10-13T14:00:00+07:00,30.21,73.88
16.949,100.3856,2024-10-13T14:00:00+07:00,31.9,62.13
16.8695,100.2471,2024-10-13T14:00:00+07:00,32.82,57.65
16.896,100.3025,2024-10-13T14:00:00+07:00,32.69,58.08
16.9225,100.3025,2024-10-13T14:00:00+07:00,33.35,56.35
16.843,100.3579,2024-10-13T14:00:00+07:00,29.25,78.79
16.896,100.3856,2024-10-13T14:00:00+07:00,29.03,78.94
16.9225,100.1362,2024-10-13T14:00:00+07:00,33.17,55.3
16.7634,100.1917,2024-10-13T14:00:00+07:00,33.35,57.33
16.9225,100.2748,2024-10-13T14:00:00+07:00,33.4,55.9
16.896,100.4688,2024-10-13T14:00:00+07:00,26.57,87.06
16.8695,100.3025,2024-10-13T14:00:00+07:00,32.89,58.08
16.8165,100.3302,2024-10-13T14:00:00+07:00,30.94,68.63
16.8695,100.4133,2024-10-13T14:00:00+07:00,28.27,83.29
16.949,100.4133,2024-10-13T14:00:00+07:00,29.52,73.25
16.843,100.3025,2024-10-13T14:00:00+07:00,33.19,53.71
16.9225,100.4965,2024-10-13T14:00:00+07:00,26.22,84.52
16.6838,100.2748,2024-10-13T14:00:00+07:00,33.35,57.39
16.9225,100.1639,2024-10-13T14:00:00+07:00,33.18,56.04
